EmployeeID,FullName,Age,Gender,Department,Designation,EducationQualification,MonthlySalary,DateOfJoining,YearsWithCompany,YearsInRole,AppraisalRating,TrainingHours,DoesOvertime,JobSatisfaction,WorkLifeBalance,MaritalStatus,PreviousCompanies,DistanceFromHome,LeavesTaken,City,LeftCompany
EMP20232645,Zain Lata,42,Male,HR,Office Assistant,M.Com,47556,2015-12-28,10,4,1,58,Yes,3,4,Single,2,30.3,18,Pune,No
EMP20232646,Kavya Magar,31,Male,Admin,Office Assistant,M.Com,25235,2017-04-04,8,1,1,33,No,3,1,Divorced,5,7.5,7,Bengaluru,No
EMP20232647,Trisha Dugal,32,Female,HR,Software Engineer,M.Com,25328,2018-11-03,7,2,2,1,No,4,4,Divorced,4,47.2,15,Mumbai,Yes
EMP20232648,Miraan Basu,25,Other,Sales,Accounts Officer,M.Com,118328,2018-10-05,7,7,2,9,No,1,1,Married,5,31.6,10,Kolkata,Yes
EMP20232649,Jivin Tailor,26,Male,Admin,Software Engineer,MBA,52668,2023-05-30,2,2,4,57,Yes,2,2,Divorced,0,38.2,7,Kolkata,No
EMP20232650,Indrajit Ghose,48,Other,Sales,Sales Associate,BA,17448,2022-12-24,3,2,5,35,Yes,3,4,Single,5,41.6,23,Bengaluru,No
EMP20232651,Jiya Ganesan,43,Other,Admin,Office Assistant,BA,90268,2017-02-02,8,0,1,26,No,4,2,Married,5,44.1,1,Delhi,No
EMP20232652,Chirag Barman,36,Other,Accounts,HR Executive,B.Tech,116710,2022-09-04,3,0,5,27,Yes,2,2,Single,5,17.8,4,Chennai,Yes
EMP20232653,Elakshi Batta,51,Male,HR,Software Engineer,M.Com,92249,2024-01-29,1,1,4,6,No,2,2,Married,5,49.5,6,Pune,Yes
EMP20232654,Baiju Wali,48,Other,Admin,Sales Associate,MBA,67171,2022-08-29,3,2,1,17,No,2,1,Divorced,3,9.9,29,Hyderabad,Yes
EMP20232655,Onkar Chopra,23,Female,Sales,Office Assistant,BA,39279,2018-05-25,7,0,5,15,Yes,1,2,Married,0,16.6,0,Chennai,Yes
EMP20232656,Vedika Manne,59,Other,Sales,Accounts Officer,Diploma,87041,2017-04-16,8,1,3,14,Yes,1,1,Single,5,49.8,23,Delhi,Yes
EMP20232657,Advik Arora,27,Other,Sales,Software Engineer,MBA,24134,2015-12-13,10,10,2,23,Yes,1,3,Single,4,21.4,25,Kolkata,Yes
EMP20232658,Nirvaan Buch,50,Other,Sales,Sales Associate,B.Tech,85471,2017-09-04,8,5,5,55,Yes,5,2,Single,0,27.1,15,Pune,No
EMP20232659,Riya Walia,52,Female,IT,Office Assistant,B.Tech,41050,2021-02-12,4,3,5,29,Yes,1,1,Married,0,36.4,14,Mumbai,Yes
EMP20232660,Aarav Chokshi,47,Male,Admin,Accounts Officer,B.Tech,87674,2016-01-09,9,8,1,41,Yes,5,4,Married,5,26.8,27,Pune,No
EMP20232661,Amani Barad,36,Male,HR,Sales Associate,BA,49058,2015-08-01,10,9,1,60,Yes,4,3,Single,4,27.6,12,Pune,No
EMP20232662,Kavya Dhar,28,Male,HR,Sales Associate,MBA,41723,2023-12-23,2,2,4,56,Yes,4,3,Single,5,19.3,10,Chennai,Yes
EMP20232663,Chirag Walia,27,Male,Sales,HR Executive,M.Com,29132,2017-06-07,8,6,5,58,No,4,1,Divorced,5,45.4,0,Chennai,Yes
EMP20232664,Shamik Ramesh,53,Male,IT,HR Executive,M.Com,38489,2022-03-25,3,2,1,14,No,4,2,Single,4,30.0,17,Bengaluru,No
EMP20232665,Ritvik Lad,36,Other,Admin,Sales Associate,M.Com,109896,2015-09-26,10,1,1,32,No,1,4,Single,5,9.1,30,Hyderabad,No
EMP20232666,Tiya Bava,37,Female,HR,Accounts Officer,MBA,31048,2018-03-09,7,4,2,30,Yes,4,4,Married,4,12.4,25,Pune,No
EMP20232667,Krish Bains,52,Male,HR,Office Assistant,Diploma,71792,2022-01-25,3,0,4,16,Yes,1,2,Single,0,4.8,30,Kolkata,No
EMP20232668,Zoya Bahl,36,Other,IT,HR Executive,B.Tech,62836,2022-11-17,3,3,3,23,No,5,1,Married,4,44.1,6,Mumbai,No
EMP20232669,Zoya Basu,32,Female,IT,Office Assistant,Diploma,21254,2019-12-22,6,0,5,33,Yes,2,1,Single,4,15.5,2,Pune,Yes
EMP20232670,Anaya Ganguly,46,Male,Sales,Sales Associate,B.Tech,91838,2018-09-06,7,5,4,58,Yes,2,1,Married,1,44.5,23,Pune,Yes
EMP20232671,Nishith Ahuja,59,Other,Admin,Office Assistant,Diploma,22756,2019-11-02,6,5,2,10,Yes,5,1,Married,4,8.7,26,Mumbai,Yes
EMP20232672,Prerak Gupta,28,Male,HR,Office Assistant,Diploma,107965,2020-05-19,5,3,1,34,Yes,4,4,Married,4,5.5,6,Mumbai,No
EMP20232673,Nitara Divan,38,Male,Accounts,Office Assistant,Diploma,42977,2020-01-01,5,0,4,56,Yes,3,1,Married,5,27.7,6,Bengaluru,Yes
EMP20232674,Zara Dubey,51,Other,IT,Software Engineer,BA,66589,2019-12-27,6,5,5,36,No,5,2,Single,5,12.3,27,Pune,No
EMP20232675,Nishith Seth,56,Other,IT,Software Engineer,BA,86429,2020-11-09,5,0,1,17,No,2,3,Married,3,46.6,0,Pune,Yes
EMP20232676,Dharmajan Dutt,44,Other,Sales,HR Executive,BA,68763,2020-12-06,5,5,1,48,Yes,2,2,Married,5,48.4,20,Bengaluru,Yes
EMP20232677,Saksham Bhatt,44,Female,IT,Sales Associate,MBA,24226,2021-10-14,4,1,5,52,No,4,3,Single,3,34.3,27,Pune,No
EMP20232678,Indrans Bajaj,26,Other,Sales,Office Assistant,MBA,53708,2023-05-18,2,1,2,43,Yes,5,2,Divorced,3,26.5,15,Chennai,Yes
EMP20232679,Arhaan Shetty,52,Female,Sales,Software Engineer,BA,108438,2022-12-22,3,1,2,59,Yes,2,2,Single,1,34.3,0,Mumbai,Yes
EMP20232680,Nehmat Sekhon,31,Other,HR,Accounts Officer,Diploma,115897,2023-10-29,2,2,3,3,No,4,3,Single,5,2.2,18,Chennai,No
EMP20232681,Kabir Dutt,34,Other,Accounts,Sales Associate,MBA,99974,2018-08-16,7,1,1,27,No,3,4,Married,5,7.2,3,Hyderabad,No
EMP20232682,Manjari Salvi,29,Female,Accounts,Office Assistant,BA,65782,2021-10-02,4,1,1,35,No,2,4,Married,1,9.9,9,Kolkata,Yes
EMP20232683,Arhaan Bahl,25,Male,Sales,Software Engineer,M.Com,115735,2017-08-28,8,0,3,28,No,3,3,Single,2,12.5,2,Chennai,No
EMP20232684,Lavanya Sekhon,41,Male,Accounts,Software Engineer,B.Tech,105680,2017-10-25,8,0,5,50,Yes,1,4,Married,0,8.0,21,Kolkata,Yes
EMP20232685,Kismat Ghose,28,Other,Sales,HR Executive,BA,35123,2022-12-03,3,0,2,8,No,5,4,Single,3,12.6,22,Hyderabad,No
EMP20232686,Nishith Tara,31,Other,IT,Accounts Officer,B.Tech,39129,2020-05-09,5,0,3,51,Yes,5,1,Divorced,0,22.3,0,Pune,Yes
EMP20232687,Vritika Majumdar,29,Male,HR,Office Assistant,B.Tech,111252,2016-12-21,9,3,4,42,No,2,1,Married,2,12.0,2,Delhi,No
EMP20232688,Aayush Karpe,47,Male,HR,Accounts Officer,MBA,28377,2015-12-12,10,3,1,26,Yes,3,2,Divorced,2,43.5,16,Delhi,No
EMP20232689,Charvi Krishnamurthy,31,Other,Sales,Office Assistant,B.Tech,57753,2021-12-10,4,2,2,6,No,3,1,Divorced,2,23.4,15,Bengaluru,No
EMP20232690,Azad Bal,59,Female,HR,Accounts Officer,M.Com,66147,2016-03-03,9,0,4,20,Yes,4,4,Married,1,4.8,25,Kolkata,No
EMP20232691,Kavya Deshpande,26,Other,Accounts,Sales Associate,BA,67243,2016-06-30,9,3,2,48,No,2,3,Single,0,25.5,7,Hyderabad,Yes
EMP20232692,Manikya Ramachandran,27,Male,Sales,Sales Associate,BA,85098,2023-09-17,2,2,1,40,No,1,1,Married,5,17.6,16,Mumbai,Yes
EMP20232693,Urvi Balan,22,Female,Accounts,Office Assistant,MBA,83683,2023-01-31,2,1,1,54,No,3,2,Married,1,5.8,21,Bengaluru,No
EMP20232694,Parinaaz Rattan,49,Female,Sales,Software Engineer,MBA,92532,2017-03-28,8,4,2,57,No,5,3,Married,5,40.3,22,Kolkata,No
EMP20232695,Nehmat De,40,Male,IT,Accounts Officer,B.Tech,119153,2016-10-04,9,8,3,21,No,5,3,Single,5,22.8,12,Mumbai,Yes
EMP20232696,Onkar Bhakta,52,Female,HR,Software Engineer,B.Tech,109695,2019-10-19,6,5,5,52,No,3,2,Single,0,14.6,11,Bengaluru,No
EMP20232697,Ishita Ram,33,Other,Admin,Accounts Officer,M.Com,21494,2016-03-31,9,3,1,26,Yes,2,2,Married,5,4.8,6,Mumbai,Yes
EMP20232698,Rohan Gala,60,Female,IT,Software Engineer,Diploma,46816,2015-10-01,10,3,4,58,No,1,1,Divorced,2,11.9,14,Chennai,No
EMP20232699,Yakshit Dass,56,Other,HR,HR Executive,Diploma,94456,2021-07-21,4,3,4,43,Yes,1,1,Married,0,8.2,26,Hyderabad,Yes
EMP20232700,Divit Sahota,42,Male,Sales,Software Engineer,Diploma,79607,2016-11-04,9,9,2,8,Yes,1,1,Divorced,2,7.2,26,Chennai,No
EMP20232701,Veer Srinivasan,36,Other,Accounts,Accounts Officer,MBA,47728,2017-12-15,8,3,5,24,No,2,3,Divorced,3,29.4,2,Bengaluru,No
EMP20232702,Tiya Dora,44,Male,Admin,Accounts Officer,BA,26333,2023-04-15,2,1,3,58,No,1,4,Divorced,2,43.1,1,Chennai,No
EMP20232703,Darshit Khalsa,40,Other,Accounts,Office Assistant,BA,76783,2019-07-16,6,0,3,14,No,4,2,Married,0,19.2,6,Delhi,No
EMP20232704,Lagan Wagle,26,Male,IT,Sales Associate,Diploma,19361,2021-03-20,4,2,5,21,No,4,4,Divorced,3,45.2,16,Hyderabad,No
EMP20232705,Tanya Manda,54,Male,Accounts,Sales Associate,MBA,107251,2023-07-28,2,1,2,20,No,2,3,Married,1,8.2,14,Mumbai,Yes
EMP20232706,Gokul Chaudhari,51,Other,Accounts,Software Engineer,M.Com,67765,2015-10-11,10,8,4,47,No,2,1,Divorced,5,22.2,18,Hyderabad,No
EMP20232707,Saira Hegde,50,Female,Sales,HR Executive,M.Com,81272,2015-09-03,10,7,2,29,Yes,5,4,Single,4,6.4,20,Hyderabad,Yes
EMP20232708,Samiha Din,56,Other,IT,Software Engineer,Diploma,104833,2017-02-04,8,7,1,49,No,1,1,Married,3,34.6,10,Delhi,Yes
EMP20232709,Nakul Kulkarni,25,Other,Accounts,Software Engineer,M.Com,59646,2019-07-24,6,0,4,41,Yes,4,1,Married,1,33.5,1,Kolkata,Yes
EMP20232710,Purab Tripathi,41,Female,HR,Accounts Officer,B.Tech,17864,2019-04-14,6,3,1,6,Yes,1,1,Single,4,38.3,3,Pune,Yes
EMP20232711,Umang Hayer,57,Other,Accounts,Accounts Officer,B.Tech,55047,2023-10-07,2,0,3,28,No,4,2,Single,4,7.7,30,Delhi,No
EMP20232712,Eva Rout,39,Other,HR,Accounts Officer,B.Tech,58345,2015-07-17,10,7,3,56,Yes,1,3,Married,0,6.7,11,Pune,No
EMP20232713,Anya Rastogi,54,Male,Accounts,Office Assistant,M.Com,19557,2017-05-23,8,6,5,7,No,2,1,Married,3,12.8,10,Delhi,No
EMP20232714,Veer Gala,56,Female,HR,Software Engineer,BA,119828,2017-10-05,8,0,4,46,Yes,3,2,Married,0,19.9,13,Delhi,No
EMP20232715,Reyansh Hari,29,Other,Accounts,Software Engineer,BA,101697,2017-08-28,8,4,5,5,Yes,1,1,Single,4,10.0,23,Pune,Yes
EMP20232716,Ela Gopal,58,Other,HR,HR Executive,B.Tech,77018,2022-09-03,3,3,3,50,No,5,3,Single,0,6.1,14,Kolkata,No
EMP20232717,Gokul Amble,44,Male,Sales,HR Executive,B.Tech,15052,2019-02-25,6,5,3,6,Yes,1,3,Divorced,1,7.3,8,Pune,Yes
EMP20232718,Shaan Chad,59,Male,Sales,Office Assistant,B.Tech,119755,2019-09-10,6,3,5,35,Yes,4,1,Divorced,5,46.3,16,Bengaluru,No
EMP20232719,Oorja Yadav,33,Male,HR,Accounts Officer,MBA,101819,2016-02-24,9,7,4,14,Yes,2,1,Single,3,20.2,21,Chennai,Yes
EMP20232720,Yasmin Bhat,44,Other,Admin,Sales Associate,BA,58138,2018-01-13,7,0,4,26,No,5,4,Married,3,6.6,20,Delhi,No
EMP20232721,Sahil Sem,57,Male,IT,Office Assistant,B.Tech,30121,2016-07-31,9,3,3,12,No,5,2,Single,4,5.0,17,Hyderabad,No
EMP20232722,Vidur Wason,37,Other,Admin,Sales Associate,BA,69162,2017-02-03,8,3,3,50,No,1,4,Divorced,1,15.2,0,Mumbai,No
EMP20232723,Shray Amble,50,Male,Sales,Sales Associate,B.Tech,118503,2019-05-27,6,4,4,8,No,1,2,Divorced,0,45.7,2,Mumbai,No
EMP20232724,Advika Goswami,51,Female,Accounts,HR Executive,B.Tech,88637,2017-05-07,8,3,2,25,No,2,3,Single,4,27.3,9,Kolkata,No
EMP20232725,Lavanya Loke,51,Male,Accounts,Office Assistant,MBA,89678,2023-10-25,2,2,5,51,Yes,4,1,Divorced,3,6.5,15,Bengaluru,Yes
EMP20232726,Pranay Raju,60,Female,Sales,HR Executive,Diploma,25643,2015-06-22,10,8,4,11,No,4,3,Married,5,17.9,5,Kolkata,No
EMP20232727,Charvi Taneja,57,Female,IT,Office Assistant,Diploma,73709,2019-03-05,6,5,5,3,Yes,4,1,Single,5,18.5,22,Bengaluru,No
EMP20232728,Amira Sodhi,48,Female,Sales,Office Assistant,Diploma,47284,2023-01-07,2,2,5,25,No,4,2,Married,3,39.3,22,Mumbai,No
EMP20232729,Anya Kant,52,Male,IT,HR Executive,M.Com,37712,2023-01-13,2,0,5,41,No,4,1,Married,1,45.0,1,Mumbai,No
EMP20232730,Aniruddh Kumar,46,Female,IT,HR Executive,M.Com,26904,2020-05-19,5,4,5,16,No,3,3,Divorced,1,12.4,15,Bengaluru,No
EMP20232731,Diya Bala,51,Other,Sales,Office Assistant,MBA,21503,2020-08-18,5,5,3,55,No,2,4,Married,4,22.6,23,Kolkata,Yes
EMP20232732,Saira Mahajan,43,Male,IT,Sales Associate,M.Com,106750,2022-11-03,3,3,4,43,Yes,2,1,Divorced,3,34.9,14,Chennai,Yes
EMP20232733,Misha Dhar,50,Other,IT,Office Assistant,M.Com,48872,2019-12-01,6,5,3,41,No,4,2,Single,5,30.8,1,Hyderabad,No
EMP20232734,Siya Bala,46,Other,IT,Office Assistant,MBA,67271,2017-01-22,8,4,4,59,Yes,5,2,Married,3,2.2,1,Hyderabad,No
EMP20232735,Alia Dutt,23,Male,Sales,HR Executive,M.Com,119821,2023-05-19,2,0,5,21,No,2,1,Single,1,25.8,14,Bengaluru,No
EMP20232736,Navya Chopra,35,Female,HR,Office Assistant,Diploma,93280,2017-01-01,8,7,3,56,No,2,1,Divorced,0,32.6,12,Chennai,No
EMP20232737,Dhanush Edwin,38,Male,Admin,Accounts Officer,BA,117339,2023-09-12,2,2,2,30,Yes,5,3,Married,0,11.8,26,Chennai,No
EMP20232738,Azad Choudhary,52,Male,Accounts,Accounts Officer,Diploma,77367,2023-12-13,2,0,5,24,Yes,3,2,Married,1,37.3,13,Delhi,No
EMP20232739,Rhea Ramachandran,50,Other,HR,Software Engineer,Diploma,37371,2023-04-08,2,2,2,14,No,5,1,Divorced,4,45.9,10,Pune,No
EMP20232740,Hunar Hari,40,Male,Sales,Accounts Officer,B.Tech,69409,2023-06-22,2,2,4,23,Yes,2,3,Divorced,3,48.6,23,Hyderabad,No
EMP20232741,Vritika Ramachandran,25,Male,Sales,Sales Associate,Diploma,53096,2022-09-10,3,2,1,8,No,3,1,Married,5,27.8,5,Bengaluru,Yes
EMP20232742,Anaya Dasgupta,25,Female,Accounts,Accounts Officer,M.Com,76180,2016-09-04,9,6,3,59,No,2,4,Single,3,42.3,7,Hyderabad,No
EMP20232743,Nirvi Shah,38,Female,Admin,Sales Associate,Diploma,34479,2018-12-19,7,3,2,36,No,5,1,Divorced,1,42.0,2,Hyderabad,No
EMP20232744,Kaira Garde,35,Male,HR,Software Engineer,B.Tech,16274,2023-04-04,2,0,2,59,No,1,2,Single,3,38.4,29,Bengaluru,Yes
EMP20232745,Ahana  Das,33,Female,Sales,Accounts Officer,BA,80716,2017-10-22,8,0,2,57,Yes,3,1,Single,4,13.7,5,Chennai,Yes
EMP20232746,Kabir Setty,33,Female,Accounts,Software Engineer,B.Tech,91811,2017-01-13,8,2,5,43,No,3,1,Single,2,42.3,0,Delhi,No
EMP20232747,Priyansh Kannan,48,Male,Sales,Software Engineer,B.Tech,62720,2019-11-04,6,1,1,29,No,1,2,Divorced,1,12.5,18,Bengaluru,Yes
EMP20232748,Aayush Solanki,29,Female,Sales,Accounts Officer,MBA,87477,2021-10-06,4,0,3,29,No,2,3,Single,3,32.9,23,Kolkata,Yes
EMP20232749,Ishaan Aurora,59,Female,HR,HR Executive,Diploma,28504,2020-03-14,5,2,1,7,Yes,5,2,Married,1,8.8,19,Bengaluru,No
EMP20232750,Urvi Manne,32,Other,Admin,Sales Associate,MBA,29651,2017-06-08,8,2,2,24,No,4,1,Single,1,13.2,16,Hyderabad,No
EMP20232751,Taimur Ganesan,52,Female,Sales,Software Engineer,M.Com,36352,2023-08-06,2,1,5,60,Yes,3,4,Married,1,40.5,29,Delhi,No
EMP20232752,Nirvaan Karnik,51,Female,HR,Sales Associate,BA,57596,2024-04-13,1,1,5,14,No,5,1,Single,3,37.8,24,Bengaluru,Yes
EMP20232753,Kimaya Sami,27,Female,Sales,Accounts Officer,Diploma,19034,2019-01-21,6,3,3,38,Yes,5,3,Divorced,1,17.4,1,Hyderabad,No
EMP20232754,Pihu Seth,57,Other,Sales,Software Engineer,MBA,50350,2018-11-14,7,5,2,5,No,2,3,Married,4,9.3,17,Kolkata,Yes
EMP20232755,Vivaan Thakur,51,Male,Sales,Software Engineer,Diploma,97139,2020-08-31,5,4,3,28,Yes,4,4,Divorced,5,5.2,3,Mumbai,Yes
EMP20232756,Himmat Bora,37,Female,Accounts,Sales Associate,BA,62648,2021-03-15,4,2,4,20,Yes,3,3,Divorced,0,6.7,22,Hyderabad,No
EMP20232757,Saanvi Anne,48,Male,Accounts,HR Executive,BA,52729,2017-04-02,8,8,4,33,Yes,4,4,Single,1,49.2,28,Pune,No
EMP20232758,Ahana  Issac,45,Female,IT,Accounts Officer,Diploma,61343,2024-03-28,1,0,3,56,No,2,4,Single,3,10.7,16,Bengaluru,No
EMP20232759,Taimur Chauhan,24,Female,IT,Sales Associate,B.Tech,65846,2016-06-30,9,3,4,14,No,5,3,Married,5,10.3,27,Bengaluru,No
EMP20232760,Samar Sharma,26,Other,Admin,Software Engineer,M.Com,59928,2017-09-15,8,5,4,39,Yes,4,4,Divorced,1,7.2,27,Kolkata,No
EMP20232761,Pihu Sarraf,22,Female,Admin,Office Assistant,MBA,54472,2018-02-02,7,4,2,35,Yes,5,3,Divorced,5,7.8,4,Pune,Yes
EMP20232762,Eva Mani,24,Female,IT,Office Assistant,MBA,68291,2021-09-01,4,0,4,25,Yes,2,2,Married,1,21.8,23,Pune,No
EMP20232763,Shalv Swaminathan,41,Female,Admin,Software Engineer,MBA,90664,2022-10-19,3,1,1,14,Yes,4,3,Single,4,40.2,5,Kolkata,No
EMP20232764,Neelofar Samra,36,Other,Admin,Sales Associate,B.Tech,69516,2016-05-01,9,3,2,40,No,3,4,Divorced,3,12.6,21,Mumbai,No
EMP20232765,Gatik Dhar,54,Male,IT,Software Engineer,BA,24145,2016-06-22,9,2,2,43,No,2,1,Divorced,3,7.5,4,Pune,Yes
EMP20232766,Yashvi Tella,37,Male,Admin,Accounts Officer,B.Tech,30057,2017-03-27,8,0,2,57,Yes,3,1,Single,2,35.3,27,Delhi,Yes
EMP20232767,Indranil Dasgupta,29,Female,IT,Office Assistant,Diploma,31358,2018-10-16,7,6,2,31,No,1,1,Married,2,34.2,27,Delhi,Yes
EMP20232768,Kiara Gour,48,Female,HR,Accounts Officer,BA,56954,2019-05-25,6,2,5,44,No,3,2,Married,5,43.8,7,Chennai,No
EMP20232769,Yuvraj  Sheth,49,Male,Sales,Sales Associate,BA,87991,2020-12-03,5,5,4,48,No,2,1,Single,1,44.6,30,Pune,No
EMP20232770,Yakshit Babu,23,Female,Accounts,Sales Associate,BA,40880,2019-04-24,6,2,2,57,No,3,1,Single,4,20.4,19,Mumbai,No
EMP20232771,Myra Karnik,42,Other,Admin,Accounts Officer,BA,83776,2021-03-13,4,2,4,35,Yes,4,2,Divorced,1,19.2,9,Bengaluru,No
EMP20232772,Indrajit Saraf,28,Other,Accounts,HR Executive,BA,15163,2023-05-26,2,2,4,14,No,1,1,Single,5,42.0,26,Hyderabad,No
EMP20232773,Anay Mammen,25,Other,Admin,Accounts Officer,MBA,96571,2018-06-19,7,0,4,43,No,4,4,Married,1,26.4,20,Mumbai,No
EMP20232774,Mahika Edwin,53,Male,Sales,Software Engineer,Diploma,28033,2020-12-16,5,1,2,3,No,4,2,Divorced,3,37.0,7,Mumbai,No
EMP20232775,Miraya Srinivasan,51,Other,IT,Sales Associate,M.Com,48755,2024-03-18,1,1,2,30,No,1,1,Divorced,0,32.8,17,Delhi,Yes
EMP20232776,Nirvaan Dhillon,53,Female,Sales,Sales Associate,M.Com,58974,2017-04-19,8,5,2,12,Yes,4,3,Married,1,7.0,10,Pune,Yes
EMP20232777,Indrajit Deol,28,Female,Admin,Sales Associate,M.Com,17860,2018-10-28,7,1,1,16,Yes,1,3,Single,4,3.8,4,Hyderabad,Yes
EMP20232778,Kashvi Gaba,28,Male,HR,Software Engineer,M.Com,88970,2017-11-18,8,3,2,45,No,1,4,Single,1,18.5,4,Bengaluru,Yes
EMP20232779,Shamik Som,25,Female,Admin,Office Assistant,MBA,112045,2017-12-15,8,0,5,44,No,4,2,Divorced,4,5.5,26,Hyderabad,No
EMP20232780,Akarsh Choudhury,60,Female,IT,HR Executive,MBA,116851,2015-07-20,10,6,2,59,Yes,2,1,Single,4,21.4,8,Hyderabad,Yes
EMP20232781,Priyansh Raval,53,Male,Admin,HR Executive,Diploma,49835,2019-06-07,6,4,3,59,Yes,5,3,Single,4,6.6,6,Hyderabad,No
EMP20232782,Zaina Vasa,27,Other,Accounts,Office Assistant,B.Tech,78933,2019-08-15,6,1,5,31,Yes,4,1,Married,4,6.7,30,Chennai,Yes
EMP20232783,Akarsh Sridhar,26,Female,Admin,HR Executive,MBA,104563,2016-11-02,9,9,4,20,No,5,3,Single,4,1.5,6,Delhi,No
EMP20232784,Damini Saraf,35,Other,IT,Software Engineer,MBA,42223,2020-02-08,5,0,2,0,No,1,1,Married,4,45.8,30,Kolkata,Yes
EMP20232785,Neelofar Sule,31,Female,HR,Sales Associate,BA,100447,2022-08-13,3,0,3,7,No,1,3,Divorced,3,14.9,13,Delhi,No
EMP20232786,Zain Sha,41,Female,IT,Accounts Officer,BA,58807,2023-12-10,2,2,3,3,No,4,2,Divorced,3,4.9,29,Mumbai,Yes
EMP20232787,Khushi Sharaf,35,Other,HR,Software Engineer,BA,28593,2020-12-02,5,5,5,11,Yes,2,1,Single,0,19.6,26,Chennai,Yes
EMP20232788,Khushi Suri,55,Other,Sales,Sales Associate,M.Com,98620,2020-08-12,5,0,5,24,Yes,1,1,Single,4,37.9,2,Mumbai,Yes
EMP20232789,Onkar Sharma,50,Female,Accounts,HR Executive,M.Com,29816,2016-01-17,9,9,4,44,Yes,1,1,Single,3,12.2,25,Pune,Yes
EMP20232790,Emir Choudhury,60,Other,IT,HR Executive,MBA,116817,2022-04-05,3,3,3,38,Yes,1,3,Divorced,0,31.4,8,Delhi,Yes
EMP20232791,Pihu Jaggi,50,Other,Admin,Sales Associate,Diploma,104326,2023-04-09,2,0,2,60,Yes,5,2,Single,5,14.2,0,Mumbai,No
EMP20232792,Drishya Zacharia,50,Female,Sales,Accounts Officer,B.Tech,100680,2023-06-01,2,1,1,50,Yes,4,2,Single,0,15.7,19,Kolkata,No
EMP20232793,Devansh Jayaraman,56,Female,IT,Sales Associate,MBA,80156,2022-06-15,3,1,5,30,No,3,2,Single,3,49.9,0,Chennai,No
EMP20232794,Adah Garg,28,Female,Accounts,Office Assistant,Diploma,93561,2024-03-29,1,0,5,9,No,3,1,Single,1,45.5,7,Kolkata,Yes
EMP20232795,Gatik Dey,49,Male,Sales,HR Executive,B.Tech,34800,2016-06-11,9,8,2,52,No,2,4,Married,3,18.7,18,Kolkata,Yes
EMP20232796,Mannat Saraf,36,Male,Sales,Software Engineer,MBA,47804,2023-09-18,2,2,1,40,No,5,1,Divorced,4,10.5,6,Bengaluru,Yes
EMP20232797,Kismat Basak,27,Other,IT,Sales Associate,MBA,106817,2022-06-16,3,3,4,31,No,3,3,Single,5,6.4,2,Mumbai,No
EMP20232798,Anaya Seth,37,Other,HR,HR Executive,B.Tech,53082,2021-11-28,4,1,1,19,No,3,2,Single,3,26.8,19,Kolkata,Yes
EMP20232799,Ahana  Mand,26,Other,Admin,Software Engineer,MBA,88493,2016-10-29,9,7,3,47,Yes,4,1,Single,0,43.4,18,Chennai,Yes
EMP20232800,Ivan Rege,39,Male,HR,Sales Associate,M.Com,79376,2021-10-15,4,2,5,33,Yes,2,2,Divorced,1,5.8,1,Delhi,No
EMP20232801,Armaan Sanghvi,31,Other,IT,HR Executive,M.Com,117513,2022-07-31,3,0,3,53,No,5,4,Divorced,5,47.0,8,Kolkata,No
EMP20232802,Amira Sheth,51,Male,IT,Accounts Officer,M.Com,102175,2024-03-23,1,1,2,1,Yes,4,2,Single,5,10.8,4,Chennai,Yes
EMP20232803,Nirvi Keer,51,Male,IT,Software Engineer,B.Tech,69856,2022-07-27,3,3,3,13,Yes,5,1,Single,5,49.0,24,Delhi,No
EMP20232804,Anaya Subramanian,28,Male,HR,HR Executive,B.Tech,64847,2017-11-10,8,5,5,37,Yes,2,2,Married,5,27.8,23,Delhi,No
EMP20232805,Yashvi Bose,53,Female,Accounts,Sales Associate,MBA,68600,2017-06-05,8,7,5,44,Yes,3,1,Single,4,38.3,24,Delhi,Yes
EMP20232806,Rasha Tailor,48,Male,IT,Sales Associate,Diploma,72546,2017-03-06,8,0,5,55,Yes,5,3,Single,5,29.1,19,Hyderabad,No
EMP20232807,Lakshay Chada,29,Male,Accounts,Accounts Officer,M.Com,97646,2023-08-13,2,2,2,26,No,2,2,Single,5,12.7,23,Bengaluru,No
EMP20232808,Pihu Krish,44,Male,Sales,Office Assistant,M.Com,47985,2015-07-18,10,6,2,33,No,2,2,Married,0,24.4,28,Chennai,No
EMP20232809,Kiara Subramaniam,60,Other,IT,Accounts Officer,BA,24422,2016-09-21,9,7,1,26,No,4,1,Divorced,2,26.6,11,Bengaluru,Yes
EMP20232810,Tanya Behl,43,Male,Admin,Accounts Officer,Diploma,100755,2015-11-18,10,0,3,54,No,5,4,Single,5,15.4,5,Delhi,No
EMP20232811,Jhanvi Swamy,60,Other,Accounts,HR Executive,MBA,41775,2019-04-01,6,6,2,49,No,4,4,Married,0,11.7,28,Mumbai,No
EMP20232812,Riya Chawla,50,Female,Accounts,Office Assistant,B.Tech,56682,2022-12-15,3,0,3,16,Yes,3,2,Divorced,5,18.6,4,Chennai,No
EMP20232813,Hridaan Khare,33,Male,Admin,Software Engineer,B.Tech,55672,2016-11-04,9,6,4,27,Yes,5,4,Married,5,21.9,18,Pune,Yes
EMP20232814,Damini Garde,24,Other,Sales,Sales Associate,BA,90772,2021-12-07,4,4,3,29,Yes,2,2,Divorced,5,45.0,9,Hyderabad,No
